"OBJECTID"	"ID_AFLORAMENTO"	"ORIGEM"	"METODO_GEOPOSICIONAMENTO"	"TOPONIMIA"	"MUNICIPIO"	"UF"	"GEOLOGO"	"DATA_CADASTRO"	"TIPO_AFLORAMENTO"	"DESCRICAO"	"NUMERO_CAMPO"	"ROCHAS"	"SUREG"	"PROJETO"	"CODIGO_FOLHA"	"FOLHA"	"SHAPE"
34732931	145602	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Antiga Fazenda Morro Azul"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Ao Longo dos Mais Ou Menos 7km de Estrada Entre as Sedes Nova e Velha da Fazenda Morro Azul, Predomina Solo Marrom Escuro, de Calcario e Afloramentos E/Ou Rolados de Calcario Calcitico Cinza Escuro Bem Estratificado, com Caracteristicas Semelhantes Aos do Pt-068. as Caracteristicas do Solo por Vezes Bastante Argiloso e Siltoso, Indicam as Possiveis Intercalacoes de Rochas Peliticas.	"JM0069"	Calcário calcítico	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.117951865, -19.870722476, -57.117951865, -19.870722476, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7c896c31')
34732947	145587	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Corumba-Jacadigo, Mais Ou Menos 25Km a Partir Posto Aduaneiro"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Material disperso na superfície"	Local Junto Ao Leito da Estrada, Cerca de Mais Ou Menos 1km da Fronteira com a Bolivia Nao Longe do Corrego Aguada. Cascalheira de Calcario Recente Material Usado no Revestimento da Estrada. - Ao Longo de Todo o Trajeto Ate o Entroncamento com a Estrada Asfaltada Brasil-Bolivia Sao Observados Blocos de Calcario e Solo de Calcario.	"JM0053D"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.832123575, -19.141268992, -57.832123575, -19.141268992, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@53fd98dd')
34732963	145568	"Mainframe"	"Levantamento em carta 1:250.000"	"Morrinho"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Morrote Junto a Margem Direita do Rio Paraguai, no Local de Atracacao da Balsa da Br-262, Bordo Se da Elevacao Mega Afloramento de Calcario Dolomitico (Calcarenito) Cor Cinza Claro, Camadas Variando de 5cm a Decimetricas, por Vezes Amalgamadas, Muito Fraturado, Apresenta Marca de Carga Estilolitos, Marcas Onduladas. as Camadas Sao Tabulares, Truncadas, Amalgamadas com Dobramentos Suaves (Aparentemente Acomodacao de Camadas).	"JM0039"	Calcário dolomítico	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.414342278, -19.461000775, -57.414342278, -19.461000775, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@59e788fa')
34732979	177985	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Fazenda Pau Arcado"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Material disperso na superfície"	Local Sede da Fazenda Pau Arcado, a 27 Km Desde a Ms-243 (Folha Aquidauana) Mais Ou Menos 27,5 Km a Partir do Entroncamento Ms-325, com Ms-243. Solo Bem Desenvolvido Marron a Vermelho Claro com Blocos de Calcario Cinza Claro Ao Longo da Estrada e nos Morrotes.	"JM0076"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.229342731, -19.968222418, -57.229342731, -19.968222418, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@29352016')
34732995	145611	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Fazenda Caima"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Material disperso na superfície"	Local Mais Ou Menos 30km Desde a Ms-243 (Folha Aquidauana) no Seu Km-27,5, a Partir do Entroncamento Entre a Ms-325 com Ms-243 (Sentido de Miranda). Morrote de Calcario Dolomitico Cinza Claro Muito Silicificado (Calcarenito). os Afloramentos Sao na Verdade de Blocos Rolados Nas Encostas dos Morrotes. Ao Longo da Estrada Ocorrem Blocos de Calcario E, o Solo Marrom Escuro Bem Desenvolvido no Horizonte B e Tambem Tipico.	"JM0078"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.192672589, -19.986272553, -57.192672589, -19.986272553, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6937d69e')
34733011	145598	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Azeite (Ao Lado Direito Br-262) no Km-96,5, Desde Miranda)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Material disperso na superfície"	O Acesso Ao Morro Nao Foi Possivel Devido Ao Fato de Estar Ilhado, Dentro do Pantanal Observados na Tentativa de Acesso, Blocos de Calcario Cinza Claro Silicificado, Possivelmente Oriundos do Morro. Predomina Area Ao Longo da Br-262 Ate o Entroncamento com a Ms-184 (Local Denominado Buraco das Pinhas). os Sedimentos Argilosos / Siltosos da Formacao Pantanal (Qhp2). Foram Tiradas Fotos do Morro e do Pantanal.	"JM0064"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.008508992, -19.039880767, -57.008508992, -19.039880767, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@54ac6580')
34733027	145584	"Mainframe"	"Levantamento em carta 1:250.000"	"Canal da Lagoa Jacadigo"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Local Barranca do Canal Que Liga a Lagoa Jacadigo a Parte Alagadica do Pantanal. na Area Aflora as Argilas da Formacao Pantanal (Qp2) em Contato com os Coluvios/Eluvios do Morro Jacadigo.	"JM0053"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.823513773, -19.229879219, -57.823513773, -19.229879219, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@79f12762')
34733043	145585	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Morro Jacadigo / Tromba dos Macacos"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Local Proximidades do Corrego das Pedras, na Lagoa Jacadigo em Frente Ao Morro Tromba dos Macacos, Formacao Pantanal (Qp2), Constituida no Local de Material Argilo-Siltoso Semiconsolidado, Rico em Materia Organica.	"JM0053A"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.748783366, -19.222939388, -57.748783366, -19.222939388, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@4c062ab4')
34733059	145523	"Mainframe"	"Levantamento em carta 1:250.000"	"SE21YD"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Ba) com o Complexo Rio Apa (+/-2km) Adentra a Morraria do Zanetti e a Partir do Km-55 Ate a Margem do Rio Paraguai Atravessa a Fm, Pantanal (No Porto de Morrinho Ocorre um Morro Testemunho de Calcario da Formacao Bocaina). Reconhecimeto na Ms-228 Ate, o Porto das Mangas (Margem Direita do Rio Paraguai) Distancia de 50km. Considerando o Sentido Porto das Mangas Temos em Largos Tracos o Seguinte Perfil Geologico. Ao Longo da Estrada. Km-0 (Entroncamento Br-262/Ms-228) Ate +/-1,5km Fm. Tamengo e Dai Ate +/-Km6 Ocorre o Complexo Rio Apa (Area Plana Arrazada com Solo Bem Desenvolvido). a Partir +/-Km6 Ate +/-Km22 a Estrada Corta Principalmente Depositos Detriticos Oriundos de Coluvios / Eluvios / Tatus do Grupo Jacadigo Representados Pelos Morros Santa Cruz, Rabicho, Grande e Urucum. as Estruturas Principais, (Encobertas Pelos Depositos Detriticos) Sao Bordo Leste do Graben da Laginha e as Falhas Que Separam o Morro Urucum do Santa Cruz, Grande do Santa Cruz e Rabicho. a Partir do +/-Km22 Ate +/-Km50 Temos o Predominio da Formacao Pantanal (Qp2) e a Ocorrencia de Morros Testemunhos da Fm, Bocaina Constituido de Calcario Dolomitico.	"JM0001A"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.61628261, -19.198219658, -57.61628261, -19.198219658, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@79d4c043')
34733075	177938	"Mainframe"	"Levantamento em carta 1:250.000"	"SE21YD"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Ba) com o Complexo Rio Apa (+/-2km) Adentra a Morraria do Zanetti e a Partir do Km-55 Ate a Margem do Rio Paraguai Atravessa a Fm, Pantanal (No Porto de Morrinho Ocorre um Morro Testemunho de Calcario da Formacao Bocaina). Reconhecimeto na Ms-228 Ate, o Porto das Mangas (Margem Direita do Rio Paraguai) Distancia de 50 Km. Considerando o Sentido Porto das Mangas Temos em Largos Tracos o Seguinte Perfil Geologico. Ao Longo da Estrada. Km-0 (Entroncamento Br-262/Ms-228) Ate +/-1,5km Fm. Tamengo e Dai Ate +/-Km6 Ocorre o Complexo Rio Apa (Area Plana Arrazada com Solo Bem Desenvolvido). a Partir +/-Km6 Ate +/-Km22 a Estrada Corta Principalmente Depositos Detriticos Oriundos de Coluvios/Eluvios/Tatus do Grupo Jacadigo Representados Pelos Morros Santa Cruz, Rabicho, Grande e Urucum. as Estruturas Principais, (Encobertas Pelos Depositos Detriticos) Sao Bordo Leste do Graben da Laginha e as Falhas Que Separam o Morro Urucum do Santa Cruz, Grande do Santa Cruz e Rabicho. a Partir do +/-Km22 Ate +/-Km50 Temos o Predominio da Formacao Pantanal (Qp2) e a Ocorrencia de Morros Testemunhos da Fm, Bocaina Constituido de Calcario Dolomitico.	"JM0001A"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.61628261, -19.198219658, -57.61628261, -19.198219658, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@713fcf9a')
34733091	145544	"Mainframe"	"Levantamento em carta 1:250.000"	"Mina Urucum II"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Frente de lavra"	Meia Encosta do Morro Urucum, Bordo Sul, Local Onde Esta Localizada a Entrada das Galerias Para a Mina de Mn da Mineracao Mato Grosso. a Rocha Predominante e um Arcosio Localmente Magnesifero, Bem Acamadado, Cor Cinza Escuro, Tendo Subordinado e Concordante Siltito Cinza Claro. Essas Rocha Sao as Encaixantes do Minerio de Mn (Camada 1) Que e Minerado por Lavra Subterranea (Ver Detalhes na Fixa Mina)	"JM0018"	Arcóseo, Siltito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.609622575, -19.198219674, -57.609622575, -19.198219674, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@52eda089')
34733107	145539	"Mainframe"	"Levantamento em carta 1:250.000"	"Maria Coelho (Ao Lado Balanca para Caminhoes) Estrada para Min.Corumbaens"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Area Aflorante de +/-1000 M2, com Granitoide com Identicas Caracteristicas Pt-015. Observa-Se Que as Elevacoes Desta Parte do Morro Santa Cruz, Bem Como o Vale, Sao Constituidas de Solo de Granitoide e Depositos de Talus / Coluvios, Constituidos de Arcosio e Hematita. a Area Examinada Foi Afetada por Falhamento Normal de Grande Expressao e com Direcao Geral N40e.	"JM0015A"	Arcóseo, Granitóide	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.573782605, -19.277109948, -57.573782605, -19.277109948, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@4ac204e6')
34733123	145591	"Mainframe"	"Levantamento em carta 1:250.000"	"Mina Santana"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Galeria"	Local Galeria N-1, Bordo W do Morro, Percorridos Mais Ou Menos 150m. a Galeria Acompanha a Camada de Mn Tendo em Suas Paredes e Teto os Seixos Pingados, Principalmente Granitoides com Formas de Angulosas a Arredondadas e de Cascalho a Matacoes. o Arcosio Que Forma a Capa do Minerio Contem Tambem Seixos Pingados. - Foram Tiradas Fotos dos Seixos Pingados. - na Estrada de Acesso a Mina (Bordo Sul do Morro) Observa-Se Uma Falha Inversa com Direcao N-S e Forte Mergulho (Mais Ou Menos 70) Para Leste, com Rejeito de Mais Ou Menos 2m. a Falha Esta Num Siltito / Arenito com Aspecto de ""Quartzito"".	"JM0057"	Arcóseo, Arenito, Jaspelito, Siltito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.502121979, -19.185159908, -57.502121979, -19.185159908, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@24e5e835')
34733139	177967	"Mainframe"	"Levantamento em carta 1:250.000"	"Mina Santana"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Galeria"	Local Galeria N' 1, Bordo W do Morro, Percorridos Mais Ou Menos 150 M. a Galeria Acompanha a Camada de Mn Tendo em Suas Paredes e Teto os Seixos Pingados, Principalmente Granitoides com Formas de Angulosas a Arredondadas e de Cascalho a Matacoes. o Arcosio Que Forma a Capa do Minerio Contem Tambem Seixos Pingados. - Foram Tiradas Fotos dos Seixos Pingados. - na Estrada de Acesso a Mina (Bordo Sul do Morro) Observa-Se Uma Falha Inversa com Direcao N-S e Forte Mergulho (Mais Ou Menos 70) Para Leste, com Rejeito de Mais Ou Menos 2 M. a Falha Esta Num Siltito/Arenito com Aspecto de ""Quartzito"".	"JM0057"	Arcóseo, Arenito, Jaspelito, Siltito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.502121979, -19.185159908, -57.502121979, -19.185159908, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@23da61d9')
34733155	145609	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Fazenda Pau Arcado"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Material disperso na superfície"	Local Sede da Fazenda Pau Arcado, a 27km Desde a Ms-243 (Folha Aquidauana) Mais Ou Menos 27,5km a Partir do Entroncamento Ms-325, com Ms-243. Solo Bem Desenvolvido Marrom a Vermelho Claro com Blocos de Calcario Cinza Claro Ao Longo da Estrada e nos Morrotes.	"JM0076"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.229342731, -19.968222418, -57.229342731, -19.968222418, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@4174e55d')
34733171	177987	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Fazenda Caima"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Material disperso na superfície"	Local Mais Ou Menos 30 Km Desde a Ms-243 (Folha Aquidauana) no Seu Km 27,5, a Partir do Entroncamento Entre a Ms-325 com Ms-243 (Sentido de Miranda). Morrote de Calcario Dolomitico Cinza Claro Muito Silicificado (Calcarenito). os Afloramentos Sao na Verdade de Blocos Rolados Nas Encostas dos Morrotes. Ao Longo da Estrada Ocorrem Blocos de Calcario E, o Solo Marron Escuro Bem Desenvolvido no Horizonte B e Tambem Tipico.	"JM0078"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.192672589, -19.986272553, -57.192672589, -19.986272553, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@681b535d')
34733187	145535	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro Sajuta (Vale a 3,1Km da Sede da Fazenda no Leito da Estrada)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Afloramento de Conglomerado Polimitico (Area Aflorante +/-5m2) com Cerca de 30cm de Espessura, Matriz Arcosiana, Seixos de Granitoide e Basica. em Discordancia Erosiva com Granitoide Alterado Formando Solo Arenoso.	"JM0013A"	Conglomerado, Granitóide	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.833234248, -19.384049551, -57.833234248, -19.384049551, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7084b612')
34733203	177963	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Corumba-Jacadigo, Mais Ou Menos 25 Km a Partir Posto Aduaneiro."	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Material disperso na superfície"	Local Junto Ao Leito da Estrada, Cerca de Mais Ou Menos 1 Km da Fronteira com a Bolivia Nao Longe do Corrego Aguada. Cascalheira de Calcario Recente Material Usado no Revestimento da Estrada. - Ao Longo de Todo o Trajeto Ate o Entroncamento com a Estrada Asfaltada Brasil/Bolivia Sao Observados Blocos de Calcario e Solo de Calcario.	"JM0053D"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.832123575, -19.141268992, -57.832123575, -19.141268992, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@546a2cc1')
34733219	145543	"Mainframe"	"Levantamento em carta 1:250.000"	"Parq. Marina Fadagadache (Canal Tamengo)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Mega Afloramento de Filito / Siltito na Barranca do Canal do Tamengo, Numa Extensao de +/-500m e Espessura de Ate 4m. a Cor Varia de Verde Claro a Marrom na Parte Mais Alterada.	"JM0017C"	Filito, Siltito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.68989249, -19.013499041, -57.68989249, -19.013499041, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@72bc948f')
34733235	145589	"Mainframe"	"Levantamento em carta 1:250.000"	"Estacao Ferroviaria de Corumba"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Local Corte na Rfesa (Estacao de Ferro Brasil-Bolivia), Mais Ou Menos 500m da Estacao Ferroviaria. Afloramento Artificial com 300m por Maximo de 3m de Altura, Calcario Dolomitico (Calcarenito) Cor Cinza Claro, Silicificado, Fraturado, Camadas Amalgamadas, Venulas Preenchidas por Quartzo.	"JM0055"	Calcário dolomítico	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.641282231, -19.010999154, -57.641282231, -19.010999154, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@2a41bab6')
34733251	145563	"Mainframe"	"Levantamento em carta 1:250.000"	"Br-262 a 4Km do Viaduto Sobre a Refsa, na Direcao Balsa no Rio Paraguai"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Ao Lado da Br-262, Mais Ou Menos 4km Apos Viaduto Sobre Estrada de Ferro em Direcao a Morrinhos no Rio Paraguai, Temos Afloramento Granitoide Cinza Claro Grosseiro a Alterado, Cortado por Veios de Quartzo e Tendo Demais Caracteristicas Semelhantes Ao Descrito no Pt-034.	"JM0034A"	Granitóide	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.568512774, -19.348500128, -57.568512774, -19.348500128, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@5e545882')
34733267	177940	"Mainframe"	"Levantamento em carta 1:250.000"	"Br-262 a 4 Km do Viaduto Sobre a Refsa,Na Direcao Balsa no Rio Paraguai"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Ao Lado da Br-262, Mais Ou Menos 4 Km Apos Viaduto Sobre Estrada de Ferro em Direcao a Morrinhos no Rio Paraguai, Temos Afloramento Granitoide Cinza Claro Grosseiro a Alterado, Cortado por Veios de Quartzo e Tendo Demais Caracteristicas Semelhantes Ao Descrito no Pt-034.	"JM0034A"	Granitóide	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.568512774, -19.348500128, -57.568512774, -19.348500128, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@54fb7dd9')
34733283	145572	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro Santa Cruz / Morro Rabicho"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Material disperso na superfície"	Local Mais Ou Menos 500m a Direita da Ms-228 (Sentido Porto das Mangas), Bem em Frente da Entrada da Mina Santana, no Morro do Rabicho. Afloramento de Granitoide Alterado (Muito Caulin). Foliacao Bem Evidente. o Granitoide Esta Intensamente Cataclasado, Balizando Zona de Falha com Direcao Geral E-W, Separando os Morros Rabicho e Santa Cruz. na Continuacao do Perfil na Estrada Observa-Se Blocos e Camadas de Jaspilito / Hematita Que Estao em Contato com o Granitoide (Falha E/Ou Discordancia). Nota-Se Veios Pegmotoides de Pouca Expressao Cortando o Granitoide.	"JM0044"	Granitóide, Jaspelito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.511282088, -19.207659939, -57.511282088, -19.207659939, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@43d125c8')
34733299	145608	"Mainframe"	"Levantamento em carta 1:250.000"	"Km-41 da Ms-325, Desde o Entroncamento Com a Br-262"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Local Margens da Estrada Ms-325, o Ponto Fica Mais Ou Menos 21km Desde o Cruzamento dos Trilhos da Refssa (Em Frente a Estrada Para Estacao Carandazal). o Acesso Pode Ser Feito Pela Ms-243 (Folha Aquidauana) a Partir do Entroncamento com a Ms-325. Temos o Dominio Completo da Formacao Pantanal (Qhp2), com os Sedimentos Argilo / Arenosos Semiconsolidados. Foram Tiradas Fotos da Estrada e Aspectos da Planicie Pantaneira. a Tentativa de a Partir da Ms-325 Atingir-Se as Fazendas Morrinhos e Sao Francisco da Mata, Nao Logram Exito por Estarem as Estradas de Acesso Inundadas.	"JM0075"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.292392854, -19.894332087, -57.292392854, -19.894332087, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@59b53014')
34733315	177974	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Azeite (Ao Lado Direito Br-262) no Km 96,5, Desde Miranda)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Material disperso na superfície"	O Acesso Ao Morro Nao Foi Possivel Devido Ao Fato de Estar Ilhado, Dentro do Pantanal Observados na Tentativa de Acesso, Blocos de Calcario Cinza Claro Silicificado, Possivelmente Oriundos do Morro. Predomina Area Ao Longo da Br-262 Ate o Entroncamento com a Ms-184 (Local Denominado Buraco das Pinhas). os Sedimentos Argilosos/Siltosos da Formacao Pantanal (Qhp2). Foram Tiradas Fotos do Morro e do Pantanal.	"JM0064"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.008508992, -19.039880767, -57.008508992, -19.039880767, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@2abcb78a')
34733331	145586	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Corumba-Jacadigo Mais Ou Menos 30Km a Partir Posto Aduaneiro"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Topo de morro"	Local Mais Ou Menos 35km Desde Corumba, Lado Esquerdo da Estrada Cascalheira Abandonada Ocupando Uma Area de Mais Ou Menos 500m2 e Ate 5m de Profundidade, Constituida de Solo / Saprolito de Calcario, Cor Branca. o Material Retirado Foi Usado na Estrada. do Lado Direito Destacando-Se na Topografia Aparecem Morrotes Formados por Calcario da Formacao Bocaina.	"JM0053C"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.834063686, -19.178499074, -57.834063686, -19.178499074, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@4d343a38')
34733347	145538	"Mainframe"	"Levantamento em carta 1:250.000"	"Maria Coelho (Cerca de 300m a Leste Refeitorio Min. Corumbaense)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Local Zona de Contato Dscordante, Erosivo Entre os Arcosios (Formacao Urucum) e os Granitoides (Complexo Rio Apa). Afloramento de Granitoide Alterado, Textura Grosseira, Cor Cinza Claro Orientado, Constituido Maiormente de Quartzo e Feldspato. Toda a Baixada do Vale (Inclue Sede Faz. Lagoa Azul) e Constituida por Solo Imaturo do Granitoide e Coluvios da Formacao Urucum (Arcosios Alterados).	"JM0015"	Arcóseo, Granito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.5723926, -19.277939953, -57.5723926, -19.277939953, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6111235c')
34733363	145590	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Meio"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Encosta de morro"	Local Km-43 da Ms-228 (Porto da Manga), Mais Ou Menos 3,7km do Entroncamento Para Albuquerque, no Sentido Corumba-Porto da Manga. Morrote de Calcario a Direita da Estrada, Seguindo Mais Ou Menos 500m na Encosta Bordo Norte e Calcario Dolomitico (Calcarenito) Cinza Claro, Silicificado, Camadas Amalgamadas, por Vezes Brechado. o Calcario Tem Aspecto Sacaroide e por Vezes Assemelha-Se a Silexito com Fratura Conchoidal. - Seguindo ""Estrada"" de Fazenda, no Bordo Leste, Observa-Se a Intensa Silicificacao Superficial com Ocorrencia de Pequenas Drusas de Quartzo Hialino a Esfumacado e Calcedonia Branca. o Exame das Laminas Jm-56b e C Revelou Tratar-Se de um Calcario Cristalino Ou Mesmo Marmore Levemente Silicificado (Ver Ficha Mina).	"JM0056"	Calcário, Silexito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.826283777, -19.226269204, -57.826283777, -19.226269204, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@3de07018')
